filename,width,height,class,xmin,ymin,xmax,ymax
keyboard%20(47).jpg,289,175,keyboard,9.506578947368421,4.993206521739131,289.00000000000006,151.08013982358185
rack%20(3).jpg,259,194,Bowling rack,0.0,51.616342912640484,165.96448928431462,193.99999999999997
pins_(17).jpg,234,215,bowling pins,13.855263157894736,22.241725579812105,225.0710479334781,201.02308758698055
monitor%20(22).jpg,265,190,Monitor,15.69078947368421,4.695511564202265,249.3092105263158,185.2827047645499
oven%20(35).jpg,100,100,oven,9.605262154027036,2.763155887001439,93.81579348915501,95.92106467799138
printer%20(47).jpg,187,187,printer,2.460526315789474,45.02763908787779,185.76973684210532,151.3223684210527
pins_(11).jpg,100,100,bowling pins,1.7105253119217723,10.657892729106702,95.92105463931435,90.92106066252057
printer%20(32).jpg,100,100,printer,0.0,0.3947408575760691,100.0,100.0
monitor%20(12).jpg,100,100,Monitor,2.5000020077354033,10.13158497057463,98.28946966873973,89.34211730957033
keyboard%20(34).jpg,350,144,keyboard,3.4653465346534653,1.3104140624999996,350.0,144.0
mirror%20(38).jpg,209,209,mirror,22.27500629425049,1.9250125885009766,199.92501258850098,205.97502517700195
night_table%20(3).jpg,209,167,night table,58.02499580383301,56.809212013527194,160.875,149.17466089068125
oven%20(2).jpg,100,100,oven,26.71053033126028,30.131580955103825,74.60526918110095,95.39473684210527
keyboard%20(48).jpg,225,225,keyboard,13.914475942912855,76.67763609635203,213.4539428510164,154.2434391222502
dresser%20(31).jpg,225,225,dresser cabinet,3.5294140086454506,86.32352492388557,184.1176425709444,192.7941266228171
cpu%20(36).jpg,237,213,computer,42.88481732673451,12.996609251377945,209.62693829221774,206.9830508474576
bed%20(32).jpg,100,100,chair,16.765538447320797,14.350283347954184,99.02542028049965,95.48022598870057
dine_lamp%20(49).jpg,209,209,table lamp,19.56296511049624,7.951864737051505,159.74074074074073,186.97408266420717
dine_table%20(50).jpg,209,209,dining table,0.0,31.554910298266442,198.891511605456,186.1876067117928
bed%20(9).jpg,225,225,bed,15.095338983050846,59.23728619591664,218.23095547950874,160.16949152542372
dine_lamp%20(48).jpg,209,209,table lamp,87.68148577654803,6.262958667896412,209.0,184.15926784939236
dine_lamp%20(41).jpg,209,209,dining table lamp,42.644448739511,19.774078369140625,209.00000000000003,135.81481481481484
cpu%20(21).jpg,187,186,computer,47.226043829757174,0.6305088754427636,146.399071125502,186.0
cpu%20(2).jpg,187,187,computer,37.69053994733735,1.2677974162128685,152.84873203773282,182.56271508858026
bed%20(12).jpg,241,209,bed,5.932814636604001,1.6531068941967637,241.0,204.51299074679446
bed%20(44).jpg,187,187,table lamp,60.72218158958995,52.40225827491889,80.58433170641882,79.02599192473848
bed%20(44).jpg,187,187,bed,4.305230824960827,49.23276674949516,182.85326148426464,144.3175205726408
bed%20(7).jpg,209,167,bed,22.772391394621632,83.97175141242937,197.7096316852096,140.5819209039548
dine_table%20(32).jpg,100,100,dining table,0.7843167174096201,29.215684279896855,100.0,91.69935837290646
desk%20(1).jpg,100,100,Desk,1.1723189704162253,7.118645360914328,99.36440677966102,82.37288308008917
dine_table%20(9).jpg,237,213,dining table,2.478429008932675,50.43258145419034,237.0,210.29875854492187
dine_table%20(3).jpg,209,209,dining table,9.288893057629954,29.369281045751634,198.891511605456,190.0124266381357
bath_tub(6).jpg,209,209,bath tub,31.261438876222087,62.34576631535245,209.00000000000003,167.90847097278316
bath_tub(6).jpg,209,209,towel,0.0,1.8892659871591688,19.217374683099955,56.91412969901737
dresser%20(1).jpg,100,100,dresser cabinet,10.457516339869281,33.137252907347836,83.92157461128984,87.51633588005515
dresser%20(22).jpg,225,225,dresser cabinet,11.176468344295728,73.97059272317325,219.41176021800322,189.26472383386948
chair%20(16).jpg,100,100,chair,6.709039548022599,11.525424590892039,74.73164359054996,95.5932186148261
cpu%20(5).jpg,225,225,computer,35.94280824822894,3.3050852306818554,191.53602082850568,215.33899468890692
chair%20(40).jpg,209,167,chair,63.72319010095187,49.43954946226992,156.38142649906752,158.31977689064155
chair%20(1).jpg,100,100,chair,19.251410705221573,1.2429382841465837,88.17797299832274,93.78531073446328
chair%20(45).jpg,209,209,chair,21.106638418079097,39.20226078787766,180.51341807909606,200.4983086882338
chair%20(38).jpg,100,100,chair,13.714690127615201,1.2429382841465837,94.50564626920021,96.72316211765096
bed%20(21).jpg,343,147,bed,68.34283232755938,1.1073134309860297,312.13964386129334,143.87064298271613
chair%20(29).jpg,100,100,chair,10.098870056497175,9.717514555333025,94.27966101694915,89.60452322232521
bath_tub(44).jpg,100,100,bath tub,12.019774873377914,42.485878292450124,95.63558977202507,78.30508819407663
cpu%20(4).jpg,225,225,computer,24.50212058374437,2.2881370479777705,207.29874433097194,225.0
dine_table%20(42).jpg,209,209,vase,95.34771658704175,45.624849107530395,128.13203031253192,89.88366429946004
dine_table%20(42).jpg,209,209,dining table,4.9176449744529975,63.246409397499235,207.08759003682854,191.10522042068783
dresser%20(18).jpg,100,100,dresser cabinet,13.071895424836601,1.7647038877399919,90.19607843137254,97.7124183006536
dine_lamp%20(3).jpg,100,100,dining table lamp,26.060604005550296,1.3804734355271466,76.70034286550401,36.127952293113424
dine_lamp%20(3).jpg,100,100,dining table,0.7407397132128578,43.67003778014521,97.71044182054925,99.6969820273043
cpu%20(13).jpg,186,271,computer,3.5496890221113038,1.8372893037095581,177.455871205271,247.42147827148438
cpu%20(41).jpg,194,259,computer,22.644016136313383,22.534465509619416,162.90968098190595,244.9525557695809
dine_table%20(18).jpg,225,225,dining table,1.66666435472893,43.10605598218513,225.0,225.0
dine_table%20(20).jpg,225,225,dining table,1.6207646515409824,81.61017531055515,225.0,195.50847845562433
cpu%20(17).jpg,100,100,computer,16.652545821195268,3.050847242107499,88.85592875507592,94.68926898503707
bed%20(38).jpg,100,100,chair,0.0,59.209041272179554,23.43220683814442,83.72881183516508
bed%20(38).jpg,100,100,chair,33.71469098969368,56.15819295247396,59.70339155466543,79.88701082218839
dine_lamp%20(6).jpg,209,209,sink,44.333333333333336,119.41852710865162,129.90370799877027,172.9000085901331
dine_lamp%20(6).jpg,209,209,range hood,8.866670961733218,47.92222651728878,73.60741170247397,95.21112399631076
dine_lamp%20(6).jpg,209,209,oven,91.62223081235533,92.39630918149595,138.91110681604457,133.4926011827257
dine_table%20(46).jpg,209,209,dining table,2.7320261437908497,73.62811708138659,209.0,199.84773743074703
chair%20(23).jpg,225,225,chair,10.773303145069187,13.728812589483745,221.02754237288133,211.01694915254237
chair%20(42).jpg,209,167,chair,59.19406758258897,47.552543812552415,152.4184496946313,158.69717226190082
cpu%20(26).jpg,187,187,computer,38.32444470076911,2.1129943502824857,123.05551492292328,162.27797255004194
cpu%20(26).jpg,187,187,keyboard,2.826133167676333,160.79886683232365,151.79223486259158,184.67570943886275
chair%20(36).jpg,100,100,chair,0.3813576563603461,1.1299435028248588,100.0,100.0
dresser%20(25).jpg,225,225,dresser cabinet,22.94117422664867,36.32352492388557,209.41177816951978,215.14708575080425
dine_lamp%20(38).jpg,209,209,dining table lamp,20.125930220992476,5.13704992223669,191.26667955186633,166.70742458767361
dine_table%20(1).jpg,100,100,dining table lamp,17.71043976549348,1.1111172762784092,58.38383632878262,22.390572390572395
dine_table%20(1).jpg,100,100,dining table,2.6262636537905095,29.393945559106694,99.0572431673506,98.61953683975169
dine_table%20(39).jpg,187,143,dining table,0.0,13.566674126519104,187.00000000000003,126.50000000000006
chair%20(31).jpg,100,100,chair,17.443502824858758,2.5988702720167947,88.06497175141243,98.64407124492409
bed%20(28).jpg,100,100,bed,3.5451986021914723,18.30508560784119,100.0,86.4406779661017
desk%20(34).jpg,100,100,computer,1.8502833479541843,44.29378617281294,75.63559322033899,92.54237460551289
bed%20(3).jpg,100,100,bed,3.3192090395480225,21.581921334994043,100.00000000000001,81.6949187025512
bed%20(45).jpg,187,187,bed,31.14026068563515,57.47344793977037,151.79223486259158,151.92429700948423
chair%20(20).jpg,223,226,chair,3.7100165949168384,4.08587668036337,221.98164398280807,224.97852717685163
dine_lamp%20(1).jpg,100,100,dining table lamp,33.0639771740846,1.3804734355271466,56.498322663483805,36.127952293113424
dine_lamp%20(1).jpg,100,100,dining table lamp,80.33670239175613,1.5824956926031148,99.19193152225382,31.750847916009054
dine_lamp%20(1).jpg,100,100,dining table,58.65320276331019,49.05724316735059,100.0,100.0
cpu%20(45).jpg,225,225,computer,42.04448764607058,0.7627123493259236,190.51906779661016,210.76271574375994
bath_tub(7).jpg,209,209,bath tub,3.6309376086218887,30.93672406471382,209.0,186.09266257420774
cpu%20(29).jpg,187,187,computer,48.46680790960452,1.2677974162128685,141.64985553288864,186.99999999999997
desk%20(47).jpg,209,209,chair,19.0,74.38149007161458,110.20000429506655,195.98148148148147
desk%20(47).jpg,209,209,Monitor,95.0,47.35927214445891,152.98518089011864,85.64074933087385
desk%20(47).jpg,209,209,Desk,61.22222222222222,79.4481438530816,192.39258829752606,180.7814986617477
chair%20(33).jpg,100,100,chair,15.522598007978019,0.22598848504535224,87.83898649916136,95.5932186148261
dine_table%20(48).jpg,187,187,dining table,10.266668531629776,2.3222334120008683,187.0,174.90000745985242
bed%20(48).jpg,187,187,bed,17.40578934836522,93.39435189457262,175.66906134826314,150.65650362348825
dine_table%20(28).jpg,100,100,dining table,1.5686284482868669,38.36601107728248,100.00000000000001,97.45098438138277
bath_tub(46).jpg,100,100,bath tub,0.0,52.31638331871248,82.98022598870057,100.0
dine_table%20(4).jpg,251,201,vase,145.02223724165773,22.08947978117028,189.64445445740145,80.50255102040816
dine_table%20(4).jpg,251,201,dining table,3.9372574052000355,47.68622448979592,250.99999999999997,181.57682171257176
desk%20(28).jpg,100,100,Desk,0.8333324712548552,17.74011385642876,100.0,93.4463328560867
desk%20(42).jpg,209,162,chair,2.111111111111111,34.02880434782609,57.28147718641493,119.1140131411345
desk%20(42).jpg,209,162,chair,17.8740805166739,66.14706951638927,95.56297584816262,159.68447371773098
desk%20(42).jpg,209,162,chair,149.60741170247397,15.434026038128398,208.15554696542247,123.62185642408288
desk%20(42).jpg,209,162,Desk,25.755559850622106,8.672282608695653,180.57037466543693,151.79576946756117
cpu%20(18).jpg,97,209,computer,4.068689410085011,0.23615909296240511,93.46200607902736,206.8745726676984
desk%20(50).jpg,187,187,Desk,3.4000057644314237,40.86295912000868,184.22965268735533,142.10741509331598
cpu%20(6).jpg,225,225,computer,57.04449152542372,39.66101791899083,154.67161404884467,189.9152658753476
chair%20(32).jpg,100,100,chair,61.51129943502825,20.338983050847457,95.29662051443327,71.29943330409164
chair%20(32).jpg,100,100,chair,5.0141242937853105,16.497175572282178,36.99152887204273,70.39548367430261
cpu%20(50).jpg,224,224,computer,28.442935922051557,28.8542363226077,142.59435414459747,194.89265536723167
chair%20(49).jpg,209,209,chair,18.981220094497598,29.51977401129944,192.55750028965838,194.1220447087692
cpu%20(22).jpg,187,187,computer,44.66342775161657,0.8451989491780598,142.49505649717514,182.35141887772554
cpu%20(42).jpg,225,225,computer,35.94280824822894,1.7796605320300085,199.9258396989208,223.72881355932205
bed%20(33).jpg,100,100,bed,1.7372907218286546,29.604520636089777,77.8954802259887,78.41808082020215
bath_tub(48).jpg,187,187,bath tub,14.870202576373256,132.90734785694187,168.48489345399673,183.83050847457628
chair%20(14).jpg,225,225,chair,58.06144455731925,26.694915254237287,187.46822809768935,189.1525462522345
chair%20(39).jpg,100,100,chair,0.2683607198424259,1.9209037392826405,100.0,99.09605037021097
bath_tub(9).jpg,209,209,bath tub,5.520201343601033,68.24972111761234,202.0038279732742,180.8971715377549
dine_table%20(6).jpg,279,181,dining table,7.294117647058823,5.5419823232323235,270.6117814007927,178.13189805156054
dine_lamp%20(24).jpg,197,256,vase,60.89092123628867,87.39483484455958,102.2808161777278,137.79897992227978
dine_lamp%20(24).jpg,197,256,dining table,13.663977112432923,122.41244332901555,163.3043852012968,211.01762872409327
bed%20(39).jpg,209,209,table lamp,117.45918799793654,71.31977581304346,143.2004345392777,104.61807729430119
bed%20(39).jpg,209,209,table lamp,0.0,65.17966642218121,21.106638418079097,114.53672316384181
bed%20(39).jpg,209,209,bed,13.785738066764877,51.01017489675748,201.0591735839844,187.50960812326207
chair%20(41).jpg,209,167,chair,73.34756645392079,49.81695203188449,137.32138423187737,153.7909604519774
dine_lamp%20(35).jpg,100,100,dining table lamp,40.33670650186764,1.9191960293034513,65.11784306278936,26.161620271727692
dine_lamp%20(35).jpg,100,100,dining table,17.71043976549348,50.13467807962437,90.70706865201494,93.2323314525463
dine_table%20(49).jpg,187,113,dining table,3.422225952148439,2.970060111380912,183.33333333333337,109.33513513513513
dine_table%20(49).jpg,187,113,vase,91.9111073811849,1.0154767010663006,124.66666666666669,31.311696645375843
desk%20(35).jpg,100,100,Desk,7.161018673309499,31.977400267865026,96.76553327484993,89.37852934928938
dine_table%20(13).jpg,100,100,dining table,1.0101010101010102,28.855222965330388,100.0,99.96633818655303
bed%20(4).jpg,209,167,bed,23.904675623633253,41.325426608155674,204.69204749802702,149.45085609565345
bed%20(4).jpg,209,167,chair,6.731759340445559,70.00791392353295,36.35975175086854,111.1446356477037
dine_lamp%20(31).jpg,100,100,dining table,28.215494380655514,49.05724316735059,100.0,94.84848895859639
dine_lamp%20(29).jpg,100,100,dining table lamp,23.905723905723907,0.033672088725799666,84.24242835253578,42.32323643334386
dine_lamp%20(29).jpg,100,100,dining table,3.164986247566814,54.98317114833228,95.2861952861953,99.6969820273043
desk%20(21).jpg,314,160,Desk,2.0599812558575445,3.132351146024816,313.0583086523255,156.30883160759421
dine_lamp%20(9).jpg,299,169,dining table lamp,98.05588611127551,5.1680926368350075,224.5016835016835,77.59666406540644
dine_lamp%20(9).jpg,299,169,dining table,12.684854629465224,97.71571168445405,277.6572574910893,169.0
chair%20(13).jpg,221,228,chair,32.42111290578592,15.199999017230533,190.14940458692544,221.04407565876588
chair%20(43).jpg,187,187,chair,16.771892655367232,2.74689305838892,174.61256417312188,186.15479903571347
bed%20(40).jpg,209,209,dresser cabinet,0.0,37.31299705289852,40.235448373913094,128.23390551206083
bed%20(40).jpg,209,209,bed,3.394774011299435,41.56384270878162,206.96312838624428,166.49152542372883
bed%20(2).jpg,100,100,bed,5.5790960451977405,17.966101263876016,100.0,76.15819381455243
desk%20(19).jpg,225,225,Desk,3.9089041241144726,21.864407749499303,223.82416805978548,195.25424504684187
desk%20(46).jpg,187,187,Desk,4.911113032588252,35.32222606517651,187.0,159.2333487051505
cpu%20(12).jpg,225,225,computer,44.84111333297471,1.7796605320300085,185.68855544268075,223.98304696810447
dresser%20(10).jpg,201,251,vase,52.549019607843135,56.94316500518959,81.45098039215686,111.6112358532651
dresser%20(10).jpg,201,251,dresser cabinet,21.019607843137255,88.4824320208964,151.34117246141622,234.08871875383468
bed%20(29).jpg,100,100,bed,4.788134731141861,11.299435028248588,100.00000000000001,78.5310734463277
bed%20(20).jpg,225,225,bed,13.569919133590437,49.83050944441456,218.0084745762712,197.54238451941538
bed%20(20).jpg,225,225,table lamp,196.62076659121755,56.69491331456071,225.0,121.01695497157209
chair%20(7).jpg,209,167,chair,64.8554671311217,53.77966101694915,153.55072672480117,156.05537586966477
dresser%20(23).jpg,201,251,dresser cabinet,24.172551024193858,87.43111910994764,143.45881952023973,233.56307232442327
cpu%20(9).jpg,268,188,computer,95.88297191657642,32.2892671574307,179.3079288898128,167.60678290243203
chair%20(11).jpg,230,219,chair,6.342031240142371,2.969491053435762,230.00000000000003,213.55593975519733
bed%20(25).jpg,100,100,bed,0.3813576563603461,4.63276879262116,100.0,85.76271358856374
dine_lamp%20(23).jpg,225,225,dining table lamp,56.81818181818182,11.590922962535512,176.81817719430634,122.50000924775095
dine_lamp%20(23).jpg,225,225,dining table,18.63636826023911,114.62122599283855,211.36363636363637,221.8939578894413
desk%20(40).jpg,187,151,Desk,1.8888888888888888,25.36328125,183.22222222222223,125.52664146423339
dine_table%20(12).jpg,100,100,dining table,2.3569023569023573,10.538726703887837,100.0,91.61617394649622
dine_table%20(45).jpg,209,209,dining table,17.484971489002504,65.97843554129008,203.80914615805634,198.20850506950828
dresser%20(29).jpg,194,259,dresser cabinet,8.115034614513123,3.467057654793513,181.06667053621578,235.99713873455167
bed%20(8).jpg,209,167,bed,38.4355953724605,80.00904242736472,177.51731238784964,147.56385044593594
bed%20(11).jpg,225,225,bed,6.7055104142528466,66.61017143120199,224.99999999999997,202.88136369090967
desk%20(17).jpg,225,225,Desk,5.43432397357488,30.762712834245065,177.0445031634832,214.32204165701137
dine_lamp%20(19).jpg,301,167,dining table,41.1468075325192,74.087285082268,256.00202638773806,164.77335186582624
chair%20(35).jpg,100,100,chair,23.99717858955685,4.858757277666513,82.3022616111626,95.2542407364495
desk%20(32).jpg,100,100,Desk,12.132767499503442,37.40113252973826,91.11581576072564,70.50847630042816
bath_tub(38).jpg,100,100,bath tub,3.0932194769045727,26.89265450515316,100.00000000000001,86.66667183913754
cpu%20(11).jpg,100,100,computer,18.912432826844988,3.5028252897963013,83.0932186148261,94.12429723362466
dine_table%20(10).jpg,225,225,vase,45.303044174656726,3.1060652299360796,92.57576682350853,81.89394401781486
dine_table%20(10).jpg,225,225,chair,133.78788341175425,70.3787832549124,225.0,206.13639137961647
dine_table%20(10).jpg,225,225,chair,1.66666435472893,61.89394864169034,84.69698356859612,200.0757853190104
dine_table%20(10).jpg,225,225,dining table,1.0606129964192708,41.89395326556581,225.0,192.8030303030303
dine_table%20(29).jpg,100,100,dining table,12.810456519033394,13.529409770092933,90.98039016224979,79.15033078661153
dine_lamp%20(21).jpg,225,225,dining table lamp,45.90909553296638,22.500009247750945,178.63637750799006,140.68182742956913
dine_lamp%20(21).jpg,225,225,dining table,9.54545916933002,167.34850334398675,207.12120749733666,225.0
dresser%20(13).jpg,225,225,dresser cabinet,43.529420740464154,7.500008975758273,197.0588235294118,216.91176470588238
desk%20(12).jpg,100,100,Desk,11.906782247252384,8.474576271186441,90.32485875706215,97.62712036822475
desk%20(20).jpg,225,225,Desk,9.247883295608778,28.474578210863015,213.40042372881354,194.49152542372883
bed%20(10).jpg,225,225,bed,14.841105574268406,43.98305375697249,216.70551623328257,190.16949928413
dine_table%20(25).jpg,100,100,dining table,2.189265536723164,16.836157761051158,100.00000000000001,78.07909432104078
cpu%20(31).jpg,100,100,computer,14.39265450515316,3.6158189935199285,87.72599387303585,97.17514124293785
dine_table%20(44).jpg,209,209,dining table,0.0,34.28693644205729,171.5712501675475,196.70588235294116
chair%20(19).jpg,225,225,chair,36.19704165701138,4.322033413385941,191.53602082850568,225.0
desk%20(45).jpg,209,209,Desk,9.992590445059317,15.270378960503473,200.27407836914062,207.24074074074076
cpu%20(14).jpg,225,225,computer,50.688559322033896,5.8474581120377875,172.97669103590107,217.62711476471463
cpu%20(33).jpg,231,231,computer,35.857201398429225,1.5661026906158966,214.39278864456438,224.99662211789925
desk%20(22).jpg,225,225,Desk,22.21398111117088,48.81356126171047,210.09533122434453,181.5254276081667
desk%20(48).jpg,209,209,Desk,13.37037037037037,85.64074933087385,203.08889318395546,180.21854428891783
cpu%20(10).jpg,225,225,computer,44.84111333297471,7.881356902041677,179.84110945362156,218.8983012053926
desk%20(33).jpg,100,100,Desk,0.1553680937168962,0.6779665327341543,100.00000000000001,100.00000000000001
desk%20(43).jpg,209,209,Desk,4.925925925925926,36.100012885199654,205.34073215060764,209.0
bed%20(41).jpg,209,209,dresser cabinet,0.0,38.493788013350496,44.958612215721004,123.03842348432812
bed%20(41).jpg,209,209,bed,8.826410627634512,45.57853377606236,207.67161016949154,161.05989781611385
desk%20(9).jpg,100,100,chair,26.868693033854168,11.077439022385311,66.19528825034196,49.5959657611269
desk%20(9).jpg,100,100,Desk,0.7407397132128578,25.084175084175087,100.00000000000001,91.34679723668982
cpu%20(23).jpg,187,187,computer,29.238562546207405,1.4790956421760515,156.44081598486605,186.36611136743576
dine_lamp%20(14).jpg,100,100,dining table lamp,35.218857273910984,2.996630941577231,61.61616161616162,38.552188552188554
dine_lamp%20(14).jpg,100,100,chair,4.781143753616899,42.32323643334386,36.565658620712334,73.0303112505261
dine_lamp%20(14).jpg,100,100,dining table,21.212121212121215,42.861959027120164,77.23905518400147,95.11784511784512
dine_lamp%20(4).jpg,100,100,dining table lamp,25.252525252525253,0.5723946825021045,60.808082863136576,47.71044182054925
dine_lamp%20(4).jpg,100,100,dining table,4.781143753616899,44.74747269241898,86.66666461161091,100.0
bed%20(27).jpg,100,100,bed,2.4152550993666138,25.197739250915873,97.21752102092162,93.44633285608668
chair%20(9).jpg,187,187,chair,33.887143668481855,1.9016961243193027,170.5978878042792,186.99999999999997
chair%20(21).jpg,225,225,chair,34.92584551795054,3.0508469727079746,184.92585521633342,224.4915331824351
desk%20(3).jpg,187,187,Desk,1.76963599253509,45.64068280236195,186.99999999999997,142.2045262223583
desk%20(30).jpg,100,100,Desk,5.240113856428761,27.57062319308351,96.76553327484993,94.68926898503707
desk%20(36).jpg,100,100,Desk,1.1723189704162253,16.497175572282178,100.0,99.09605037021097
desk%20(36).jpg,100,100,Monitor,23.545199464269952,0.0,59.81638418079096,21.35593177235059
bed%20(5).jpg,209,167,bed,28.999929458239276,81.7073431930973,199.4080688269897,151.14914966303076
dine_lamp%20(12).jpg,284,177,dining table lamp,71.71717171717171,1.6862954629434121,217.06397306397307,64.44954454576647
dine_lamp%20(12).jpg,284,177,chair,0.0,66.78163914036105,62.7286253649779,161.69189189189188
dine_lamp%20(12).jpg,284,177,chair,210.1791420881997,79.75765265387457,284.0,165.4830638988598
dine_lamp%20(12).jpg,284,177,dining table,33.46801346801347,78.99222972972973,258.3730756457807,176.1987512536951
dine_lamp%20(15).jpg,100,100,dining table,1.8181849007654673,46.902363067524206,100.00000000000001,98.35018068050294
dine_table%20(27).jpg,100,100,dining table,1.3071895424836601,17.973856209150327,98.30064960554535,88.30065758399714
dine_lamp%20(37).jpg,209,209,dining table,30.25925925925926,99.71482340494792,195.20740311234087,198.23334192346644
dine_lamp%20(37).jpg,209,209,dining table lamp,52.77777777777778,2.322235107421875,152.42222651728878,85.64074933087385
dine_lamp%20(50).jpg,209,209,dining table lamp,26.881490071614586,7.951864737051505,200.8370327419705,112.10001288519966
dresser%20(28).jpg,293,172,dresser cabinet,98.04966735839844,5.948310004340278,201.4614320642808,168.01053805881077
bed%20(1).jpg,100,100,bed,1.1299435028248588,11.977401560982742,97.66949152542374,84.2937835865775
dine_table%20(2).jpg,209,209,dining table,0.5608739044706701,49.82938393630551,209.00000000000003,193.64971751412432
dine_table%20(26).jpg,100,100,dining table,3.3986958023769405,26.07843735638787,97.5163378746681,94.83660529641544
dine_lamp%20(32).jpg,100,100,dining table,19.865319865319865,60.90909912931398,100.0,100.0
dresser%20(17).jpg,100,100,dresser cabinet,27.712424284492442,0.7189582375919118,76.33987127565871,95.09803921568627
desk%20(7).jpg,255,198,Desk,25.242432103012547,25.922950545601225,225.12122260199652,162.28468442170518
chair%20(17).jpg,100,100,chair,12.697739250915873,12.203391123626192,82.07627635891154,93.78531073446328
dresser%20(19).jpg,187,187,dresser cabinet,28.84445190429688,1.344451904296875,174.53333706325955,183.7000223795573
dresser%20(11).jpg,225,225,dresser cabinet,32.94118993422565,0.4411809584673714,192.94117198270914,214.55881455365352
desk%20(41).jpg,209,162,Desk,22.377779925311053,40.227056619395384,208.15554696542245,156.86708241338317
cpu%20(15).jpg,100,100,computer,13.827682753740731,2.3728817869714427,91.90679000595868,83.3898339567885
cpu%20(15).jpg,100,100,keyboard,9.985877430371646,46.10169405317576,71.7937835865775,99.5480208747131
cpu%20(28).jpg,187,187,computer,33.04195882506289,0.6338987081064342,157.9199217025843,184.2531170171533
chair%20(47).jpg,187,187,chair,28.393361581920903,1.9016961243193027,161.93461419229453,181.29492170258428
dine_lamp%20(42).jpg,187,187,table lamp,107.16297064887154,38.84815583405671,173.14814814814815,155.2037037037037
dine_lamp%20(42).jpg,187,187,table lamp,45.711114954065394,35.825922082971644,106.65925541630497,143.6185415762442
dine_table%20(21).jpg,225,225,dining table,11.027546252234506,75.25424310716532,225.0,219.91525423728814
cpu%20(7).jpg,225,225,computer,50.180092504469016,7.372882810689635,219.2478891146385,212.796621807551
cpu%20(25).jpg,209,209,computer,38.11003905905169,65.41582101078357,135.6433615819209,173.81242577504304
dine_table%20(34).jpg,100,100,dining table,1.0457506366804534,14.313731474034928,98.03921568627452,81.76470987157884
chair%20(8).jpg,187,187,chair,16.56059644451249,0.42259846703480863,171.4430726476982,185.94350282485874
dine_lamp%20(22).jpg,216,233,vase,105.7454501065341,91.88027343750001,173.23637251420456,154.2078001022339
dine_lamp%20(22).jpg,216,233,dining table,9.745461203835228,123.33528232574463,216.0,231.09778232574462
